Identifier (RIC),Company Name,Exchange Name,Market Cap,IPO Date,Ticker Symbol,Trading Symbol,"Price Close
(USD)"
RMD.N,ResMed Inc.,New York Stock Exchange,"33,998,826,001.14",01/06/1995,RMD,RMD,235.76
RGP.OQ,"Resources Connection, Inc.",Nasdaq Stock Exchange Global Select Market,"144,663,229.20",15/12/2000,RGP,RGP,4.20
QSR.N,Restaurant Brands International Inc.,New York Stock Exchange,"27,642,564,231.90",10/12/2014,QSR,QSR,78.07
RVTY.N,"Revvity, Inc.",New York Stock Exchange,"14,098,941,766.35",06/07/1965,RVTY,RVTY,129.71
REX.N,REX American Resources Corporation,New York Stock Exchange,"1,401,170,523.72",18/07/1984,REX,REX,40.98
REXR.N,"Rexford Industrial Realty, Inc.",New York Stock Exchange,"8,310,767,381.48",19/07/2013,REXR,REXR,37.12
RH.N,RH,New York Stock Exchange,"2,811,868,653.97",11/02/2012,RH,RH,144.80
RBBN.OQ,Ribbon Communications Inc.,Nasdaq Stock Exchange Global Select Market,"363,011,404.56",13/09/2004,RBBN,RBBN,2.03
RELL.OQ,Richardson Electronics Ltd,Nasdaq Stock Exchange Global Select Market,"264,285,796.04",28/10/1983,RELL,RELL,17.78
RIGL.OQ,"Rigel Pharmaceuticals, Inc.",Nasdaq Stock Exchange Global Select Market,"868,240,078.72",29/11/2000,RIGL,RIGL,46.48
RNG.N,RingCentral Inc,New York Stock Exchange,"5,516,417,061.72",27/09/2013,RNG,RNG,68.53
RITM.N,Rithm Capital Corp,New York Stock Exchange,"5,628,742,872.48",02/05/2013,RITM,RITM,10.01
RPT.N,Rithm Property Trust Inc,New York Stock Exchange,"101,820,588.40",13/02/2015,RPT,RPT,13.09
RIV.N,RiverNorth Opportunities Fund Inc,New York Stock Exchange,"299,257,830.89",24/12/2015,RIV,RIV,11.03
RVSB.OQ,Riverview Bancorp Inc,Nasdaq Stock Exchange Global Select Market,"103,058,205.69",01/10/1997,RVSB,RVSB,5.17
RLI.N,RLI Corp,New York Stock Exchange,"5,952,394,834.20",17/03/1980,RLI,RLI,64.22
RLJ.N,RLJ Lodging Trust,New York Stock Exchange,"1,746,227,493.12",11/05/2011,RLJ,RLJ,11.38
RHI.N,Robert Half Inc,New York Stock Exchange,"4,559,195,819.12",17/03/1980,RHI,RHI,44.97
ROK.N,Rockwell Automation Inc,New York Stock Exchange,"47,945,265,863.00",29/08/1956,ROK,ROK,433.00
RCKY.OQ,Rocky Brands Inc,Nasdaq Stock Exchange Global Select Market,"338,709,296.31",03/02/1993,RCKY,RCKY,45.21
ROG.N,Rogers Corporation,New York Stock Exchange,"2,253,911,776.90",17/03/1980,ROG,ROG,129.33
ROL.N,Rollins Inc,New York Stock Exchange,"17,658,036,326.80",17/03/1980,ROL,ROL,35.94
ROP.OQ,"Roper Technologies, Inc.",Nasdaq Stock Exchange Global Select Market,"40,873,753,206.72",13/02/1992,ROP,ROP,413.28
ROST.OQ,Ross Stores Inc,Nasdaq Stock Exchange Global Select Market,"75,790,944,826.52",08/08/1985,ROST,ROST,236.27
RCL.N,Royal Caribbean Cruises Ltd.,New York Stock Exchange,"77,561,104,360.00",28/04/1993,RCL,RCL,284.80
RGLD.OQ,"Royal Gold, Inc.",Nasdaq Stock Exchange Global Select Market,"22,549,471,861.98",09/06/1981,RGLD,RGLD,266.14
RGT.N,Royce Global Trust Inc,New York Stock Exchange,"101,658,592.97",08/10/2013,RGT,RGT,15.53
RMT.N,Royce Micro-Cap Trust Inc,New York Stock Exchange,"768,435,555.08",15/12/1993,RMT,RMT,14.10
RVT.N,Royce Small-Cap Trust Inc,New York Stock Exchange,"2,330,906,062.24",19/11/1986,RVT,RVT,18.83
RES.N,RPC Inc,New York Stock Exchange,"1,360,974,053.68",02/07/1984,RES,RES,6.40
RPM.N,RPM International Inc,New York Stock Exchange,"13,657,879,617.80",09/01/1998,RPM,RPM,105.70
RTX.N,RTX Corporation,New York Stock Exchange,"285,711,248,946.56",05/09/1934,RTX,RTX,212.08
RUSHA.OQ,"Rush Enterprises, Inc.",Nasdaq Stock Exchange Global Select Market,"5,984,990,290.93",07/06/1996,RUSHA,RUSHA,76.97
R.N,"Ryder System, Inc.",New York Stock Exchange,"9,572,912,127.52",19/09/1960,R,R,248.09
RYZ.N,Ryerson Holding Corporation,New York Stock Exchange,"1,305,251,122.95",07/08/2014,RYZ,RYZ,25.66
RHP.N,Ryman Hospitality Properties Inc,New York Stock Exchange,"8,994,739,658.45",01/10/1997,RHP,RHP,129.18
SPGI.N,S&P Global Inc,New York Stock Exchange,"128,677,252,000.00",14/02/1929,SPGI,SPGI,435.39
STBA.OQ,S&T Bancorp Inc,Nasdaq Stock Exchange Global Select Market,"1,758,337,431.12",21/04/1992,STBA,STBA,49.86
BRW.N,Saba Capital Income & Opportunities Fund,New York Stock Exchange,"329,290,650.00",09/03/1992,BRW,BRW,6.47
SABA.N,Saba Capital Income & Opportunities Fund II,New York Stock Exchange,"221,042,547.18",17/03/1988,SABA,SABA,8.21
SBR.N,Sabine Royalty Trust,New York Stock Exchange,"1,070,415,509.90",03/01/1983,SBR,SBR,73.94
SBRA.OQ,"Sabra Health Care REIT, Inc.",Nasdaq Stock Exchange Global Select Market,"5,367,272,503.56",06/11/2010,SBRA,SBRA,21.01
SABR.OQ,Sabre Corporation,Nasdaq Stock Exchange Global Select Market,"879,811,406.52",17/04/2014,SABR,SABR,2.18
SB.N,Safe Bulkers Inc,New York Stock Exchange,"843,181,156.44",29/05/2008,SB,SB,8.42
SAFE.N,Safehold Inc,New York Stock Exchange,"1,087,029,898.00",16/11/1989,SAFE,SAFE,15.35
SAFT.OQ,Safety Insurance Group Inc,Nasdaq Stock Exchange Global Select Market,"1,521,485,154.48",22/11/2002,SAFT,SAFT,103.64
SAIA.OQ,Saia Inc,Nasdaq Stock Exchange Global Select Market,"9,331,592,809.50",11/09/2002,SAIA,SAIA,349.83
CRM.N,"Salesforce, Inc.",New York Stock Exchange,"168,402,780,000.00",23/06/2004,CRM,CRM,205.62
SBH.N,Sally Beauty Holdings Inc,New York Stock Exchange,"1,552,257,601.36",13/11/2006,SBH,SBH,16.42
SJT.N,San Juan Basin Royalty Trust,New York Stock Exchange,"132,368,980.64",24/10/1980,SJT,SJT,2.72
SD.N,SandRidge Energy Inc,New York Stock Exchange,"515,717,367.36",08/11/2007,SD,SD,14.12
SANM.OQ,Sanmina Corporation,Nasdaq Stock Exchange Global Select Market,"10,646,578,795.84",14/04/1993,SANM,SANM,198.64
SAR.N,Saratoga Investment Corp,New York Stock Exchange,"296,210,472.72",13/08/2010,SAR,SAR,18.33
SRPT.OQ,"Sarepta Therapeutics, Inc.",Nasdaq Stock Exchange Global Select Market,"2,055,501,828.66",04/06/1997,SRPT,SRPT,19.46
BFS.N,Saul Centers Inc,New York Stock Exchange,"832,471,961.68",19/08/1993,BFS,BFS,33.68
SVRA.OQ,Savara Inc.,Nasdaq Stock Exchange Global Select Market,"1,152,630,684.15",25/06/2001,SVRA,SVRA,5.61
SBAC.OQ,SBA Communications Corp,Nasdaq Stock Exchange Global Select Market,"19,730,266,697.80",16/06/1999,SBAC,SBAC,185.98
SCSC.OQ,"ScanSource, Inc.",Nasdaq Stock Exchange Global Select Market,"1,131,421,750.04",18/03/1994,SCSC,SCSC,56.17
SCE_pn.N,SCE Trust VIII,New York Stock Exchange,"321,020,000.00",01/01/1753,SCE PR N,SCE PRN,22.99
SCHL.OQ,Scholastic Corporation,Nasdaq Stock Exchange Global Select Market,"757,642,321.80",25/02/1992,SCHL,SCHL,39.95
SAIC.OQ,Science Applications International Corp,Nasdaq Stock Exchange Global Select Market,"5,393,676,568.02",16/09/2013,SAIC,SAIC,127.58
STNG.N,Scorpio Tankers Inc.,New York Stock Exchange,"3,748,589,197.20",31/03/2010,STNG,STNG,77.44
SMG.N,Scotts Miracle-Gro Co,New York Stock Exchange,"3,571,813,809.90",29/12/1995,SMG,SMG,60.59
SRL.N,Scully Royalty Ltd,New York Stock Exchange,"89,378,680.37",08/05/1996,SRL,SRL,5.84
SBCF.OQ,Seacoast Banking Corporation of Florida,Nasdaq Stock Exchange Global Select Market,"3,330,704,285.60",02/02/1984,SBCF,SBCF,34.40
STX.OQ,Seagate Technology Holdings PLC,Nasdaq Stock Exchange Global Select Market,"191,825,120,699.66",11/12/2002,STX,STX,846.37
SEAL_pb.N,Seapeak LLC,New York Stock Exchange,"169,058,427.45",05/05/2005,SEAL PR B,SEAL PRB,25.79
SEIC.OQ,SEI Investments Company,Nasdaq Stock Exchange Global Select Market,"13,295,724,981.96",25/03/1981,SEIC,SEIC,110.78
SIGI.OQ,"Selective Insurance Group, Inc.",Nasdaq Stock Exchange Global Select Market,"5,502,995,213.22",17/03/1980,SIGI,SIGI,92.38
SRE.N,Sempra,New York Stock Exchange,"55,764,621,677.44",29/06/1998,SRE,SRE,84.75
SMTC.OQ,Semtech Corporation,Nasdaq Stock Exchange Global Select Market,"13,115,684,454.40",17/03/1980,SMTC,SMTC,140.80
SENEA.OQ,Seneca Foods Corporation,Nasdaq Stock Exchange Global Select Market,"1,301,418,479.75",20/09/1995,SENEA,SENEA,191.79
ST.N,Sensata Technologies Holding PLC,New York Stock Exchange,"6,196,917,003.96",11/03/2010,ST,ST,42.49
SENS.OQ,Senseonics Holdings Inc,Nasdaq Stock Exchange Global Select Market,"493,843,655.02",04/03/2015,SENS,SENS,9.34
SXT.N,Sensient Technologies Corporation,New York Stock Exchange,"5,829,402,594.56",22/05/1981,SXT,SXT,133.64
SQNS.N,Sequans Communications SA,New York Stock Exchange,"44,227,238.80",15/04/2011,SQNS,SQNS,2.95
MCRB.OQ,"Seres Therapeutics, Inc.",Nasdaq Stock Exchange Global Select Market,"47,320,402.36",26/06/2015,MCRB,MCRB,4.76
SRG.N,Seritage Growth Properties,New York Stock Exchange,"118,844,920.77",06/06/2015,SRG,SRG,2.08
SCI.N,Service Corporation International,New York Stock Exchange,"11,636,575,698.06",22/05/1981,SCI,SCI,83.47
SVC.OQ,Service Properties Trust,Nasdaq Stock Exchange Global Select Market,"1,014,059,291.04",17/08/1995,SVC,SVC,7.83
NOW.N,ServiceNow Inc,New York Stock Exchange,"130,059,839,600.00",29/06/2012,NOW,NOW,138.43
SFBS.N,ServisFirst Bancshares Inc,New York Stock Exchange,"4,735,732,816.20",14/05/2014,SFBS,SFBS,43.19
SFL.N,SFL Corporation Ltd.,New York Stock Exchange,"1,767,335,468.37",14/06/2004,SFL,SFL,12.35
SHAK.N,Shake Shack Inc,New York Stock Exchange,"3,121,754,537.72",30/01/2015,SHAK,SHAK,70.55
SHEN.OQ,Shenandoah Telecommunications Co,Nasdaq Stock Exchange Global Select Market,"684,861,091.60",24/03/1994,SHEN,SHEN,12.37
SHW.N,Sherwin-Williams Co,New York Stock Exchange,"84,640,056,927.66",11/02/1964,SHW,SHW,345.21
SHOE.OQ,Shoe Station Group Inc,Nasdaq Stock Exchange Global Select Market,"391,250,348.28",16/03/1993,SHOE,SHOE,14.41
SHOP.OQ,Shopify Inc.,Nasdaq Stock Exchange Global Select Market,"193,369,716,389.99",21/05/2015,SHOP,SHOP,150.29
SHBI.OQ,Shore Bancshares Inc,Nasdaq Stock Exchange Global Select Market,"771,233,298.36",09/04/2001,SHBI,SHBI,23.11
SSTK.N,"Shutterstock, Inc.",New York Stock Exchange,"204,690,169.36",11/10/2012,SSTK,SSTK,5.49
BSRR.OQ,Sierra Bancorp,Nasdaq Stock Exchange Global Select Market,"505,073,348.45",27/10/1993,BSRR,BSRR,39.49
SIG.N,Signet Jewelers Limited,New York Stock Exchange,"3,294,262,624.08",14/07/1988,SIG,SIG,81.84
SLGN.N,Silgan Holdings Inc.,New York Stock Exchange,"4,541,156,399.40",14/02/1997,SLGN,SLGN,41.85
SILC.OQ,Silicom Ltd,Nasdaq Stock Exchange Global Select Market,"256,376,960.06",27/12/2005,SILC,SILC,44.93
SLAB.OQ,Silicon Laboratories Inc.,Nasdaq Stock Exchange Global Select Market,"7,301,648,309.63",24/03/2000,SLAB,SLAB,218.83
SIMO.OQ,Silicon Motion Technology Corporation,Nasdaq Stock Exchange Global Select Market,"8,941,443,413.70",30/06/2005,SIMO,SIMO,263.11
SFNC.OQ,Simmons First National Corporation,Nasdaq Stock Exchange Global Select Market,"3,294,914,389.20",14/03/1985,SFNC,SFNC,22.80
SPG.N,Simon Property Group Inc,New York Stock Exchange,"70,248,006,301.65",14/12/1993,SPG,SPG,214.89
SSD.N,"Simpson Manufacturing Co., Inc.",New York Stock Exchange,"7,579,297,242.26",26/05/1994,SSD,SSD,182.48
SLP.OQ,"Simulations Plus, Inc.",Nasdaq Stock Exchange Global Select Market,"372,339,267.58",18/06/1997,SLP,SLP,18.41
SBGI.OQ,"Sinclair, Inc.",Nasdaq Stock Exchange Global Select Market,"1,036,317,799.80",14/01/2011,SBGI,SBGI,14.33
SVA.OQ,Sinovac Biotech Ltd,Nasdaq Stock Exchange Global Select Market,,13/11/2009,SVA,SVA,
SIRI.OQ,Sirius XM Holdings Inc.,Nasdaq Stock Exchange Global Select Market,"9,609,777,062.41",16/01/1968,SIRI,SIRI,28.51
SPNT.N,SIRIUSPOINT LTD.,New York Stock Exchange,"2,785,637,083.68",15/08/2013,SPNT,SPNT,24.07
SITC.N,SITE Centers Corp.,New York Stock Exchange,"159,000,277.17",02/02/1993,SITC,SITC,2.98
FUN.N,Six Flags Entertainment Corp,New York Stock Exchange,"1,650,362,112.56",30/05/1996,FUN,FUN,16.13
TSLX.N,"Sixth Street Specialty Lending, Inc.",New York Stock Exchange,"1,794,357,875.98",21/03/2014,TSLX,TSLX,18.75
SKYW.OQ,"SkyWest, Inc.",Nasdaq Stock Exchange Global Select Market,"3,918,942,842.25",26/06/1986,SKYW,SKYW,100.93
SWKS.OQ,"Skyworks Solutions, Inc.",Nasdaq Stock Exchange Global Select Market,"10,024,496,736.84",02/06/1998,SWKS,SWKS,66.62
SLG.N,SL Green Realty Corp,New York Stock Exchange,"4,157,472,542.76",15/08/1997,SLG,SLG,57.84
SLB.N,SLB N.V.,New York Stock Exchange,"79,550,077,181.60",02/02/1962,SLB,SLB,55.01
SLM.OQ,SLM Corp,Nasdaq Stock Exchange Global Select Market,"5,033,219,535.24",23/09/1983,SLM,SLM,26.78
SLRC.OQ,SLR Investment Corp,Nasdaq Stock Exchange Global Select Market,"682,478,471.34",09/02/2010,SLRC,SLRC,12.51
SM.N,SM Energy Co,New York Stock Exchange,"8,410,519,844.48",16/12/1992,SM,SM,36.81
SMBK.N,SmartFinancial Inc,New York Stock Exchange,"866,550,611.64",21/06/2001,SMBK,SMBK,50.59
SWBI.OQ,Smith & Wesson Brands Inc,Nasdaq Stock Exchange Global Select Market,"599,506,521.60",14/10/1998,SWBI,SWBI,13.37
SW.N,Smurfit WestRock PLC,New York Stock Exchange,"25,995,355,320.48",14/03/2007,SW,SW,48.63
SNA.N,Snap-On Inc,New York Stock Exchange,"20,560,497,247.52",27/02/1978,SNA,SNA,395.84
SOHU.OQ,Sohu.com Ltd,Nasdaq Stock Exchange Global Select Market,"369,137,351.52",12/07/2000,SOHU,SOHU,14.16
SEDG.OQ,"SolarEdge Technologies, Inc.",Nasdaq Stock Exchange Global Select Market,"2,035,271,743.84",26/03/2015,SEDG,SEDG,33.08
SGI.N,Somnigroup International Inc.,New York Stock Exchange,"13,217,263,799.53",18/12/2003,SGI,SGI,62.48
SAH.N,Sonic Automotive Inc,New York Stock Exchange,"2,467,219,148.08",12/11/1997,SAH,SAH,79.29
SNDA.N,"Sonida Senior Living, Inc.",New York Stock Exchange,"1,906,063,763.30",31/10/1997,SNDA,SNDA,39.00
SON.N,Sonoco Products Company,New York Stock Exchange,"5,690,256,422.65",17/03/1980,SON,SON,56.71
SOR.N,Source Capital Inc,New York Stock Exchange,"383,590,855.28",17/03/1980,SOR,SOR,46.55
SO.N,Southern Co,New York Stock Exchange,"103,256,579,828.16",30/09/1949,SO,SO,89.05
SCCO.N,Southern Copper Corp,New York Stock Exchange,"180,478,462,882.50",18/06/1905,SCCO,SCCO,216.28
SBSI.N,Southside Bancshares Inc,New York Stock Exchange,"955,643,838.80",30/05/1996,SBSI,SBSI,31.88
SSB.N,SouthState Bank Corp,New York Stock Exchange,"10,314,211,436.24",28/01/1997,SSB,SSB,106.05
LUV.N,Southwest Airlines Co,New York Stock Exchange,"19,896,097,534.67",27/06/1977,LUV,LUV,39.76
SWX.N,"Southwest Gas Holdings, Inc.",New York Stock Exchange,"6,564,318,740.33",17/03/1980,SWX,SWX,89.42
SPE.N,Special Opportunities Fund Inc,New York Stock Exchange,"142,987,652.84",28/05/1993,SPE,SPE,13.52
SPB.N,"Spectrum Brands Holdings, Inc.",New York Stock Exchange,"2,044,078,528.44",17/03/1980,SPB,SPB,88.50
SR.N,Spire Inc,New York Stock Exchange,"4,945,377,433.62",17/03/1980,SR,SR,82.54
SPOK.OQ,Spok Holdings Inc,Nasdaq Stock Exchange Global Select Market,"217,862,396.86",17/01/1992,SPOK,SPOK,10.42
SPWH.OQ,Sportsman's Warehouse Holdings Inc,Nasdaq Stock Exchange Global Select Market,"45,262,962.20",17/04/2014,SPWH,SPWH,1.16
FUND.OQ,Sprott Focus Trust Inc,Nasdaq Stock Exchange Global Select Market,"319,500,536.76",08/06/1988,FUND,FUND,10.77
SFM.OQ,Sprouts Farmers Market Inc,Nasdaq Stock Exchange Global Select Market,"8,096,691,278.75",01/08/2013,SFM,SFM,86.83
SPSC.OQ,"SPS Commerce, Inc.",Nasdaq Stock Exchange Global Select Market,"2,897,294,003.52",22/04/2010,SPSC,SPSC,80.48
SPXC.N,SPX Technologies Inc,New York Stock Exchange,"10,302,160,543.40",02/08/1972,SPXC,SPXC,205.28
STEW.N,SRH Total Return Fund Inc,New York Stock Exchange,"1,800,562,805.00",17/03/1980,STEW,STEW,18.56
SSNC.OQ,"SS&C Technologies Holdings, Inc.",Nasdaq Stock Exchange Global Select Market,"19,488,097,417.80",31/03/2010,SSNC,SSNC,83.05
JOE.N,St Joe Co,New York Stock Exchange,"3,936,740,686.65",23/03/1990,JOE,JOE,67.91
STAG.N,"STAG Industrial, Inc.",New York Stock Exchange,"7,168,613,672.22",15/04/2011,STAG,STAG,37.07
STGW.OQ,Stagwell Inc.,Nasdaq Stock Exchange Global Select Market,"2,112,267,896.64",01/10/1998,STGW,STGW,8.64
LAB.OQ,Standard BioTools Inc.,Nasdaq Stock Exchange Global Select Market,"255,882,867.05",10/02/2011,LAB,LAB,0.65
SMP.N,Standard Motor Products Inc,New York Stock Exchange,"829,048,273.23",22/05/1981,SMP,SMP,37.09
SXI.N,Standex International Corp,New York Stock Exchange,"3,698,012,355.45",17/03/1980,SXI,SXI,303.14
SWK.N,Stanley Black & Decker Inc,New York Stock Exchange,"15,065,420,106.16",15/06/1966,SWK,SWK,99.24
SBLK.OQ,Star Bulk Carriers Corp.,Nasdaq Stock Exchange Global Select Market,"3,303,239,597.88",27/02/2006,SBLK,SBLK,29.58
STRR.OQ,Star Equity Holdings Inc,Nasdaq Stock Exchange Global Select Market,"38,074,638.96",17/03/2003,STRR,STRR,10.45
SGU.N,Star Group LP,New York Stock Exchange,"412,436,985.12",15/12/1995,SGU,SGU,12.62
STRRP.OQ,Star Operating Companies Inc,Nasdaq Stock Exchange Global Select Market,"23,462,289.00",10/06/2004,STRRP,STRRP,9.81
SBUX.OQ,Starbucks Corp,Nasdaq Stock Exchange Global Select Market,"123,678,600,000.00",26/06/1992,SBUX,SBUX,108.49
STWD.N,Starwood Property Trust Inc (Maryland),New York Stock Exchange,"5,889,387,994.50",12/08/2009,STWD,STWD,15.94
STRZ.OQ,Starz Entertainment Corp.,Nasdaq Stock Exchange Global Select Market,"488,895,082.05",17/11/1998,STRZ,STRZ,28.55
STT.N,State Street Corporation,New York Stock Exchange,"53,187,755,739.30",17/03/1980,STT,STT,193.37
GASS.OQ,StealthGas Inc,Nasdaq Stock Exchange Global Select Market,"342,480,168.06",06/10/2005,GASS,GASS,9.21
STLD.OQ,Steel Dynamics Inc,Nasdaq Stock Exchange Global Select Market,"33,811,095,959.20",22/11/1996,STLD,STLD,235.90
SCM.N,Stellus Capital Investment Corp,New York Stock Exchange,"246,066,655.68",11/08/2012,SCM,SCM,8.66
SCL.N,Stepan Co,New York Stock Exchange,"1,424,648,281.80",22/05/1981,SCL,SCL,62.81
STE.N,STERIS plc,New York Stock Exchange,"23,085,101,044.70",03/11/2015,STE,STE,232.97
STRL.OQ,"Sterling Infrastructure, Inc.",Nasdaq Stock Exchange Global Select Market,"15,215,034,738.38",12/07/1991,STRL,STRL,497.41
SHOO.OQ,"Steven Madden, Ltd.",Nasdaq Stock Exchange Global Select Market,"3,301,018,755.45",13/12/1993,SHOO,SHOO,45.11
STC.N,Stewart Information Services Corp,New York Stock Exchange,"2,133,501,710.10",06/01/1994,STC,STC,69.93
SF.N,Stifel Financial Corp.,New York Stock Exchange,"12,196,410,055.18",19/07/1983,SF,SF,80.81
SYBT.OQ,Stock Yards Bancorp Inc,Nasdaq Stock Exchange Global Select Market,"2,484,710,107.14",24/03/1993,SYBT,SYBT,79.98
SRI.N,Stoneridge Inc,New York Stock Exchange,"204,223,777.84",10/10/1997,SRI,SRI,7.10
SNEX.OQ,StoneX Group Inc,Nasdaq Stock Exchange Global Select Market,"8,351,502,731.40",13/02/1995,SNEX,SNEX,69.24
SSYS.OQ,Stratasys Ltd.,Nasdaq Stock Exchange Global Select Market,"693,689,040.00",03/12/2012,SSYS,SSYS,7.92
STRA.OQ,"Strategic Education, Inc.",Nasdaq Stock Exchange Global Select Market,"1,894,526,858.29",25/07/1996,STRA,STRA,85.31
MSTR.OQ,Strategy Inc,Nasdaq Stock Exchange Global Select Market,"48,047,514,603.77",16/09/1986,MSTR,MSTR,123.19
LRN.N,Stride Inc,New York Stock Exchange,"3,515,131,690.10",14/12/2007,LRN,LRN,85.30
SYK.N,Stryker Corporation,New York Stock Exchange,"126,452,526,074.82",17/03/1980,SYK,SYK,322.12
RGR.N,"Sturm, Ruger & Company, Inc.",New York Stock Exchange,"611,487,857.12",18/03/1980,RGR,RGR,37.76
SPH.N,"Suburban Propane Partners, L.P.",New York Stock Exchange,"1,182,143,497.64",29/02/1996,SPH,SPH,17.57
INN.N,Summit Hotel Properties Inc,New York Stock Exchange,"646,042,243.37",09/02/2011,INN,INN,5.91
SUI.N,Sun Communities Inc,New York Stock Exchange,"15,254,351,854.68",09/12/1993,SUI,SUI,123.19
SXC.N,SunCoke Energy Inc,New York Stock Exchange,"833,471,027.00",21/07/2011,SXC,SXC,10.28
RUN.OQ,Sunrun Inc,Nasdaq Stock Exchange Global Select Market,"2,198,932,945.66",05/08/2015,RUN,RUN,9.13
SHO.N,Sunstone Hotel Investors Inc,New York Stock Exchange,"2,088,150,457.43",21/10/2004,SHO,SHO,11.19
SMCI.OQ,Super Micro Computer Inc,Nasdaq Stock Exchange Global Select Market,"24,185,062,576.03",29/03/2007,SMCI,SMCI,37.39
SGRY.OQ,"Surgery Partners, Inc.",Nasdaq Stock Exchange Global Select Market,"1,838,092,370.40",01/10/2015,SGRY,SGRY,14.04
SWZ.N,Swiss Helvetia Fund Inc,New York Stock Exchange,"77,453,950.17",19/08/1987,SWZ,SWZ,6.00
SYNA.OQ,Synaptics Incorporated,Nasdaq Stock Exchange Global Select Market,"3,742,538,560.20",29/01/2002,SYNA,SYNA,95.70
SYF.N,Synchrony Financial,New York Stock Exchange,"25,958,085,615.20",31/07/2014,SYF,SYF,79.93
SNPS.OQ,"Synopsys, Inc.",Nasdaq Stock Exchange Global Select Market,"78,506,523,250.00",26/02/1992,SNPS,SNPS,410.00
SYY.N,Sysco Corporation,New York Stock Exchange,"39,894,325,252.32",20/01/1981,SYY,SYY,82.45
TMUS.OQ,T-Mobile US Inc,Nasdaq Stock Exchange Global Select Market,"192,662,548,410.93",19/04/2007,TMUS,TMUS,179.61
TROW.OQ,"T. Rowe Price Group, Inc.",Nasdaq Stock Exchange Global Select Market,"24,008,698,917.50",04/01/1986,TROW,TROW,112.55
TWN.N,Taiwan Fund Inc,New York Stock Exchange,"576,213,613.65",16/12/1986,TWN,TWN,102.52
TTWO.OQ,"Take-Two Interactive Software, Inc.",Nasdaq Stock Exchange Global Select Market,"43,650,584,418.35",15/04/1997,TTWO,TTWO,233.45
TAL.N,TAL Education Group,New York Stock Exchange,"6,469,652,999.04",20/10/2010,TAL,TAL,11.72
TLN.OQ,Talen Energy Corp,Nasdaq Stock Exchange Global Select Market,"14,675,658,389.11",04/06/2015,TLN,TLN,306.29
SKT.N,Tanger Inc.,New York Stock Exchange,"4,372,294,321.34",28/05/1993,SKT,SKT,37.66
TPR.N,"Tapestry, Inc.",New York Stock Exchange,"25,970,766,059.50",05/10/2000,TPR,TPR,123.24
TRGP.N,Targa Resources Corp.,New York Stock Exchange,"63,049,153,104.63",07/12/2010,TRGP,TRGP,288.95
TGT.N,Target Corp,New York Stock Exchange,"74,521,971,262.44",08/09/1969,TGT,TGT,165.93
TSI.N,TCW Strategic Income Fund Inc,New York Stock Exchange,"280,341,248.00",26/02/1987,TSI,TSI,4.40
SNX.N,TD SYNNEX Corporation,New York Stock Exchange,"20,403,074,747.84",25/11/2003,SNX,SNX,260.13
TEL.N,TE Connectivity PLC,New York Stock Exchange,"59,358,897,136.84",14/06/2007,TEL,TEL,203.00
TISI.N,Team Inc,New York Stock Exchange,"105,459,639.09",03/01/2012,TISI,TISI,23.94
TGLS.N,Tecnoglass Holdings Inc.,New York Stock Exchange,"1,810,963,625.12",10/05/2012,TGLS,TGLS,40.30
TK.N,Teekay Corp Ltd,New York Stock Exchange,"1,074,219,282.50",20/07/1995,TK,TK,12.77
TNK.N,Teekay Tankers Ltd,New York Stock Exchange,"2,885,385,318.40",13/12/2007,TNK,TNK,88.20
TRC.N,Tejon Ranch Co,New York Stock Exchange,"428,830,316.28",20/03/1987,TRC,TRC,16.14
TDOC.N,Teladoc Health Inc,New York Stock Exchange,"1,150,059,852.93",01/07/2015,TDOC,TDOC,6.36
TDY.N,Teledyne Technologies Inc,New York Stock Exchange,"29,369,100,185.88",23/11/1999,TDY,TDY,626.50
TFX.N,Teleflex Incorporated,New York Stock Exchange,"5,878,746,359.78",17/03/1980,TFX,TFX,137.71
TDS.N,"Telephone and Data Systems, Inc.",New York Stock Exchange,"3,831,060,480.00",15/12/1981,TDS,TDS,33.15
TDF.N,Templeton Dragon Fund Inc,New York Stock Exchange,"273,725,742.07",21/09/1994,TDF,TDF,10.87
EMF.N,Templeton Emerging Markets Fund Inc,New York Stock Exchange,"336,626,640.44",26/02/1987,EMF,EMF,22.52
TEI.N,Templeton Emerging Markets Income Fund,New York Stock Exchange,"322,097,810.76",23/09/1993,TEI,TEI,6.82
THC.N,Tenet Healthcare Corp,New York Stock Exchange,"22,077,504,610.00",22/05/1981,THC,THC,267.75
TNC.N,Tennant Co,New York Stock Exchange,"1,200,611,917.26",17/03/1980,TNC,TNC,70.00
TDC.N,Teradata Corporation,New York Stock Exchange,"2,516,580,000.00",12/09/2007,TDC,TDC,28.55
TER.OQ,"Teradyne, Inc.",Nasdaq Stock Exchange Global Select Market,"56,767,326,325.00",15/05/1979,TER,TER,363.10
TEX.N,Terex Corporation,New York Stock Exchange,"7,470,648,000.00",19/03/1991,TEX,TEX,64.54
TX.N,Ternium SA,New York Stock Exchange,"10,822,442,288.14",01/02/2006,TX,TX,55.83
TRNO.N,Terreno Realty Corporation,New York Stock Exchange,"7,363,123,846.70",10/02/2010,TRNO,TRNO,67.11
TSLA.OQ,Tesla Inc,Nasdaq Stock Exchange Global Select Market,"1,365,832,479,793.08",29/06/2010,TSLA,TSLA,345.82
