Identifier (RIC),Company Name,Exchange Name,Market Cap,IPO Date,Ticker Symbol,Trading Symbol,"Price Close
(USD)"
NTAP.OQ,NetApp Inc,Nasdaq Stock Exchange Global Select Market,"38,040,012,270.25",21/11/1995,NTAP,NTAP,193.85
NTES.OQ,"NetEase, Inc.",Nasdaq Stock Exchange Global Select Market,"79,026,081,692.28",30/06/2000,NTES,NTES,123.43
NFLX.OQ,"Netflix, Inc.",Nasdaq Stock Exchange Global Select Market,"339,194,526,006.96",23/05/2002,NFLX,NFLX,81.46
NTGR.OQ,"NETGEAR, Inc.",Nasdaq Stock Exchange Global Select Market,"588,697,594.86",31/07/2003,NTGR,NTGR,21.66
NTCT.OQ,"NetScout Systems, Inc.",Nasdaq Stock Exchange Global Select Market,"2,799,231,512.00",12/08/1999,NTCT,NTCT,38.50
NBIX.OQ,"Neurocrine Biosciences, Inc.",Nasdaq Stock Exchange Global Select Market,"15,917,245,252.79",23/05/1996,NBIX,NBIX,156.59
GF.N,New Germany Fund Inc,New York Stock Exchange,"186,821,537.87",25/01/1990,GF,GF,11.51
NJR.N,New Jersey Resources Corp,New York Stock Exchange,"5,528,988,377.54",17/03/1980,NJR,NJR,53.78
NMFC.OQ,New Mountain Finance Corp,Nasdaq Stock Exchange Global Select Market,"715,004,592.30",20/05/2011,NMFC,NMFC,7.57
EDU.N,New Oriental Education & Technology Group Inc.,New York Stock Exchange,"9,894,471,317.64",07/09/2006,EDU,EDU,57.72
FLG_pu.N,New York Community Capital Trust V,New York Stock Exchange,,18/03/2003,FLG PR U,FLG PRU,41.16
NWL.OQ,Newell Brands Inc,Nasdaq Stock Exchange Global Select Market,"2,538,364,000.00",28/06/1979,NWL,NWL,5.96
NEU.N,NewMarket Corporation,New York Stock Exchange,"8,509,710,363.98",17/03/1980,NEU,NEU,923.53
NEM.N,Newmont Corporation,New York Stock Exchange,"138,665,902,863.60",27/01/1940,NEM,NEM,132.29
NWSA.OQ,News Corporation,Nasdaq Stock Exchange Global Select Market,"17,523,738,925.96",19/06/2013,NWSA,NWSA,30.96
NXDT.N,NexPoint Diversified Real Estate Trust,New York Stock Exchange,"293,145,269.04",26/06/2006,NXDT,NXDT,5.46
NXRT.N,NexPoint Residential Trust Inc,New York Stock Exchange,"618,560,972.73",19/03/2015,NXRT,NXRT,23.50
NXST.OQ,Nexstar Media Group Inc,Nasdaq Stock Exchange Global Select Market,"5,715,556,001.52",24/11/2003,NXST,NXST,185.52
NEE.N,"NextEra Energy, Inc.",New York Stock Exchange,"175,681,084,761.98",15/02/1950,NEE,NEE,83.47
NGL.N,NGL Energy Partners LP,New York Stock Exchange,"2,146,805,770.80",12/05/2011,NGL,NGL,17.52
NIC.N,Nicolet Bankshares Inc,New York Stock Exchange,"3,582,686,847.35",26/04/2013,NIC,NIC,171.41
NKE.N,"NIKE, Inc.",New York Stock Exchange,"57,248,214,948.77",02/12/1980,NKE,NKE,38.44
NI.N,NiSource Inc.,New York Stock Exchange,"19,724,306,913.00",19/12/1962,NI,NI,40.96
NL.N,NLI Holdings Inc,New York Stock Exchange,"322,242,657.06",17/03/1980,NL,NL,6.53
NNBR.OQ,NN Inc,Nasdaq Stock Exchange Global Select Market,"291,510,449.92",15/03/1994,NNBR,NNBR,3.53
NNN.N,"NNN REIT, Inc.",New York Stock Exchange,"8,763,587,724.00",10/10/1984,NNN,NNN,45.33
NOAH.N,Noah Holdings Limited,New York Stock Exchange,"597,904,595.73",10/11/2010,NOAH,NOAH,8.48
NOMD.N,Nomad Foods Limited,New York Stock Exchange,"1,698,462,703.35",26/11/2015,NOMD,NOMD,11.99
NDLS.OQ,Noodles & Co,Nasdaq Stock Exchange Global Select Market,"86,695,569.80",28/06/2013,NDLS,NDLS,14.53
NAT.N,Nordic American Tankers Ltd,New York Stock Exchange,"1,380,614,322.76",14/09/1995,NAT,NAT,6.76
NDSN.OQ,Nordson Corporation,Nasdaq Stock Exchange Global Select Market,"18,635,893,876.28",18/03/1980,NDSN,NDSN,334.58
NSC.N,Norfolk Southern Corp,New York Stock Exchange,"79,214,880,989.64",02/06/1982,NSC,NSC,347.93
NRT.N,North European Oil Royalty Trust,New York Stock Exchange,"77,660,485.50",30/03/1990,NRT,NRT,8.61
NOG.N,"Northern Oil and Gas, Inc.",New York Stock Exchange,"2,772,408,310.56",21/02/2006,NOG,NOG,26.08
NTRS.OQ,Northern Trust Corporation,Nasdaq Stock Exchange Global Select Market,"34,333,457,841.98",17/03/1980,NTRS,NTRS,187.66
NRIM.OQ,Northrim BanCorp Inc,Nasdaq Stock Exchange Global Select Market,"570,133,352.58",15/11/1990,NRIM,NRIM,25.63
NOC.N,Northrop Grumman Corp,New York Stock Exchange,"78,127,561,148.70",10/12/1951,NOC,NOC,545.13
NWBI.OQ,Northwest Bancshares Inc,Nasdaq Stock Exchange Global Select Market,"2,243,753,749.04",07/11/1994,NWBI,NWBI,15.32
NWN.N,Northwest Natural Holding Company,New York Stock Exchange,"2,121,093,379.82",17/03/1980,NWN,NWN,49.56
NWE.OQ,"NorthWestern Energy Group, Inc.",Nasdaq Stock Exchange Global Select Market,"4,397,295,918.00",02/11/2004,NWE,NWE,71.48
NCLH.N,Norwegian Cruise Line Holdings Ltd.,New York Stock Exchange,"7,847,520,288.14",18/01/2013,NCLH,NCLH,16.65
NOV.N,Nov Inc,New York Stock Exchange,"7,211,552,468.75",29/10/1996,NOV,NOV,20.76
NVMI.OQ,Nova Ltd.,Nasdaq Stock Exchange Global Select Market,"11,652,187,082.35",11/04/2000,NVMI,NVMI,366.35
NOVT.OQ,Novanta Inc.,Nasdaq Stock Exchange Global Select Market,"5,444,246,169.20",24/03/1999,NOVT,NOVT,143.96
NVAX.OQ,"Novavax, Inc.",Nasdaq Stock Exchange Global Select Market,"1,519,150,136.46",16/05/1973,NVAX,NVAX,9.21
NVCR.OQ,NovoCure Limited,Nasdaq Stock Exchange Global Select Market,"2,083,216,077.60",01/10/2015,NVCR,NVCR,17.89
NPKI.N,NPK International Inc.,New York Stock Exchange,"1,119,112,402.92",06/09/1990,NPKI,NPKI,13.55
NRC.OQ,NRC Health,Nasdaq Stock Exchange Global Select Market,"486,630,452.00",01/10/1997,NRC,NRC,22.00
NRG.N,NRG Energy Inc,New York Stock Exchange,"24,413,845,495.62",05/02/2004,NRG,NRG,114.41
NUS.N,"Nu Skin Enterprises, Inc.",New York Stock Exchange,"235,594,908.56",22/11/1996,NUS,NUS,4.79
NUE.N,Nucor Corporation,New York Stock Exchange,"57,354,170,892.80",12/07/1972,NUE,NUE,252.37
NVG.N,Nuveen AMT-Free Municipal Credit Income Fund,New York Stock Exchange,"2,639,496,125.59",25/03/2002,NVG,NVG,12.28
NUW.N,Nuveen Amt-Free Municipal Value Fund,New York Stock Exchange,"250,600,650.56",25/02/2009,NUW,NUW,13.92
NEA.N,Nuveen AMT-Free Quality Municipal Income Fund,New York Stock Exchange,"3,398,934,431.25",22/11/2002,NEA,NEA,11.28
NAZ.N,Nuveen Arizona Quality Municipal Income Fund,New York Stock Exchange,"157,924,115.99",19/11/1992,NAZ,NAZ,12.33
NKX.N,Nuveen California AMT-Free Quality Municipal Income Fund,New York Stock Exchange,"648,807,780.56",22/11/2002,NKX,NKX,12.08
NCA.N,"Nuveen California Municipal Value Fund, Inc",New York Stock Exchange,"301,078,861.83",07/10/1987,NCA,NCA,9.08
NAC.N,Nuveen California Quality Municipal Income Fund,New York Stock Exchange,"1,825,895,832.64",26/05/1999,NAC,NAC,11.73
JCE.N,Nuveen Core Equity Alpha Fund,New York Stock Exchange,"289,895,659.90",28/03/2007,JCE,JCE,17.01
JQC.N,Nuveen Credit Strategies Income Fund,New York Stock Exchange,"702,129,225.25",26/06/2003,JQC,JQC,4.74
JFR.N,Nuveen Floating Rate Income Fund,New York Stock Exchange,"1,218,523,407.25",26/03/2004,JFR,JFR,7.61
JGH.N,Nuveen Global High Income Fund,New York Stock Exchange,"350,447,916.56",24/11/2014,JGH,JGH,12.40
NMT.N,Nuveen Massachusetts Quality Municipal Income Fund,New York Stock Exchange,"128,673,807.15",18/03/1993,NMT,NMT,12.59
NMS.N,Nuveen Minnesota Quality Municipal Income Fund,New York Stock Exchange,"70,506,271.00",06/10/2014,NMS,NMS,10.97
JLS.N,Nuveen Mortgage and Income Fund,New York Stock Exchange,"92,554,979.40",25/11/2009,JLS,JLS,16.87
JMM.N,Nuveen Multi-Market Income Fund,New York Stock Exchange,"54,928,941.75",28/12/1988,JMM,JMM,5.80
NZF.N,Nuveen Municipal Credit Income Fund,New York Stock Exchange,"2,401,812,838.78",25/09/2001,NZF,NZF,12.24
NMZ.N,Nuveen Municipal High Income Opportunity Fund,New York Stock Exchange,"2,162,291,848.56",20/11/2003,NMZ,NMZ,10.01
NMI.N,Nuveen Municipal Income Fund Inc,New York Stock Exchange,"125,734,686.60",05/05/1988,NMI,NMI,10.40
NUV.N,Nuveen Municipal Value Fund Inc,New York Stock Exchange,"1,873,681,992.20",17/06/1987,NUV,NUV,8.96
QQQX.OQ,Nuveen Nasdaq 100 Dynamic Overwrite Fund,Nasdaq Stock Exchange Global Select Market,"1,490,193,386.64",22/12/2014,QQQX,QQQX,30.52
NRK.N,Nuveen New York AMT-Free Quality Municipal Income Fund,New York Stock Exchange,"886,310,688.64",22/11/2002,NRK,NRK,10.26
NNY.N,Nuveen New York Municipal Value Fund,New York Stock Exchange,"154,110,176.16",21/04/1988,NNY,NNY,8.17
NAN.N,Nuveen New York Quality Municipal Income Fund,New York Stock Exchange,"360,330,949.50",26/05/1999,NAN,NAN,10.97
JPC.N,Nuveen Preferred & Income Opportunities Fund,New York Stock Exchange,"2,810,446,455.04",26/03/2003,JPC,JPC,7.47
NAD.N,Nuveen Quality Municipal Income Fund,New York Stock Exchange,"2,734,728,363.90",26/05/1999,NAD,NAD,11.75
JRI.N,Nuveen Real Asset Income and Growth Fund,New York Stock Exchange,"341,456,565.88",26/04/2012,JRI,JRI,12.40
JRS.N,Nuveen Real Estate Income Fund,New York Stock Exchange,"245,586,003.50",16/11/2001,JRS,JRS,8.44
SPXX.N,Nuveen S&P 500 Dynamic Overwrite Fund,New York Stock Exchange,"343,351,990.40",23/11/2005,SPXX,SPXX,19.18
NIM.N,Nuveen Select Maturities Municipal Fund,New York Stock Exchange,"116,002,284.04",21/09/1992,NIM,NIM,9.27
NXP.N,Nuveen Select Tax-Free Income Portfolio,New York Stock Exchange,"899,234,181.70",19/03/1992,NXP,NXP,14.20
NBB.N,Nuveen Taxable Municipal Income Fund,New York Stock Exchange,"453,267,060.42",28/04/2010,NBB,NBB,15.40
NPV.N,Nuveen Virginia Quality Municipal Income Fund,New York Stock Exchange,"205,995,441.60",18/03/1993,NPV,NPV,10.55
NVDA.OQ,NVIDIA Corporation,Nasdaq Stock Exchange Global Select Market,"5,073,772,000,000.00",22/01/1999,NVDA,NVDA,209.66
NVR.N,"NVR, Inc.",New York Stock Exchange,"16,970,148,263.20",25/06/1987,NVR,NVR,"6,365.45"
NWPX.OQ,NWPX Infrastructure Inc,Nasdaq Stock Exchange Global Select Market,"1,083,125,132.78",30/11/1995,NWPX,NWPX,112.39
SRV.N,NXG Cushing Midstream Energy Fund,New York Stock Exchange,"281,793,750.00",27/08/2007,SRV,SRV,45.65
NXG.N,NXG Nextgen Infrastructure Income Fund,New York Stock Exchange,"404,295,688.38",26/09/2012,NXG,NXG,56.25
NXPI.OQ,NXP Semiconductors NV,Nasdaq Stock Exchange Global Select Market,"56,270,435,428.10",06/08/2010,NXPI,NXPI,223.15
MMD.N,Nyli Mackay Definedterm Muni Opportunities Fund,New York Stock Exchange,"282,255,178.59",27/06/2012,MMD,MMD,14.97
ORLY.OQ,"O'Reilly Automotive, Inc.",Nasdaq Stock Exchange Global Select Market,"72,442,438,923.60",23/04/1993,ORLY,ORLY,89.55
OI.N,"O-I Glass, Inc.",New York Stock Exchange,"1,143,228,517.68",11/12/1991,OI,OI,7.21
OCSL.OQ,Oaktree Specialty Lending Corp,Nasdaq Stock Exchange Global Select Market,"1,150,396,930.38",12/06/2008,OCSL,OCSL,13.06
OXY.N,Occidental Petroleum Corp,New York Stock Exchange,"58,598,742,688.02",03/03/1964,OXY,OXY,59.17
OII.N,Oceaneering International Inc,New York Stock Exchange,"4,938,660,984.90",17/12/1991,OII,OII,51.21
OCFC.OQ,OceanFirst Financial Corp,Nasdaq Stock Exchange Global Select Market,"1,838,192,065.38",03/07/1996,OCFC,OCFC,19.02
OSG.N,Octave Specialty Group Inc,New York Stock Exchange,"207,236,835.60",10/07/1991,OSG,OSG,4.51
OFG.N,OFG Bancorp,New York Stock Exchange,"2,207,949,406.56",26/03/1987,OFG,OFG,52.09
OFS.OQ,OFS Capital Corp,Nasdaq Stock Exchange Global Select Market,"49,036,965.48",08/11/2012,OFS,OFS,3.66
OGE.N,OGE Energy Corp.,New York Stock Exchange,"9,616,358,909.85",27/09/1950,OGE,OGE,46.03
OIS.N,"Oil States International, Inc.",New York Stock Exchange,"500,074,511.51",09/02/2001,OIS,OIS,8.67
ODC.N,Oil-Dri Corporation of America,New York Stock Exchange,"1,310,904,550.80",25/06/1971,ODC,ODC,91.52
ODFL.OQ,"Old Dominion Freight Line, Inc.",Nasdaq Stock Exchange Global Select Market,"41,353,131,125.46",24/10/1991,ODFL,ODFL,199.43
ONB.OQ,Old National Bancorp,Nasdaq Stock Exchange Global Select Market,"9,862,654,600.00",20/06/1984,ONB,ONB,25.78
ORI.N,Old Republic International Corporation,New York Stock Exchange,"10,248,827,538.90",19/09/1990,ORI,ORI,42.24
OSBC.OQ,"Old Second Bancorp, Inc",Nasdaq Stock Exchange Global Select Market,"1,284,611,829.00",11/11/1993,OSBC,OSBC,25.25
OLN.N,Olin Corp,New York Stock Exchange,"1,996,973,224.80",22/05/1981,OLN,OLN,17.28
OHI.N,"Omega Healthcare Investors, Inc.",New York Stock Exchange,"14,232,520,610.00",07/08/1992,OHI,OHI,46.29
OMCL.OQ,Omnicell Inc,Nasdaq Stock Exchange Global Select Market,"1,525,817,869.80",08/08/2001,OMCL,OMCL,33.45
OMC.N,Omnicom Group Inc,New York Stock Exchange,"24,112,267,039.63",17/03/1980,OMC,OMC,87.89
ON.OQ,ON Semiconductor Corp,Nasdaq Stock Exchange Global Select Market,"28,505,404,211.62",27/04/2000,ON,ON,73.22
OGS.N,"ONE Gas, Inc.",New York Stock Exchange,"5,097,643,497.00",16/01/2014,OGS,OGS,79.61
OLP.N,One Liberty Properties Inc,New York Stock Exchange,"527,729,080.32",22/04/1983,OLP,OLP,24.13
OMF.N,"OneMain Holdings, Inc.",New York Stock Exchange,"7,262,567,937.97",16/10/2013,OMF,OMF,63.89
OKE.N,"ONEOK, Inc.",New York Stock Exchange,"59,822,081,398.30",24/05/1954,OKE,OKE,94.72
ONIT.N,Onity Group Inc,New York Stock Exchange,"288,398,030.40",25/09/1996,ONIT,ONIT,34.50
ONTO.N,Onto Innovation Inc.,New York Stock Exchange,"14,323,791,214.36",28/11/1984,ONTO,ONTO,292.62
OOMA.N,"Ooma, Inc.",New York Stock Exchange,"564,575,000.00",17/07/2015,OOMA,OOMA,23.04
OPLN.N,"OPENLANE, Inc.",New York Stock Exchange,"4,254,931,815.75",11/12/2009,OPLN,OPLN,35.51
OPK.OQ,"OPKO Health, Inc.",Nasdaq Stock Exchange Global Select Market,"1,126,955,619.75",02/11/1995,OPK,OPK,1.51
OPY.N,Oppenheimer Holdings Inc.,New York Stock Exchange,"1,229,188,355.80",06/10/1982,OPY,OPY,120.00
OPCH.OQ,Option Care Health Inc,Nasdaq Stock Exchange Global Select Market,"3,600,837,241.72",15/08/1996,OPCH,OPCH,24.04
ORCL.N,Oracle Corporation,New York Stock Exchange,"428,815,717,770.00",12/03/1986,ORCL,ORCL,151.94
OSUR.OQ,OraSure Technologies Inc,Nasdaq Stock Exchange Global Select Market,"255,873,606.17",17/11/1986,OSUR,OSUR,3.71
ORC.N,Orchid Island Capital Inc,New York Stock Exchange,"1,326,044,791.05",13/02/2013,ORC,ORC,6.74
ORN.N,Orion Group Holdings Inc,New York Stock Exchange,"377,821,055.70",20/12/2007,ORN,ORN,9.73
OEC.N,Orion SA,New York Stock Exchange,"348,745,052.83",25/07/2014,OEC,OEC,6.27
ORA.N,Ormat Technologies Inc,New York Stock Exchange,"6,362,473,515.86",11/11/2004,ORA,ORA,104.93
OFIX.OQ,Orthofix Medical Inc.,Nasdaq Stock Exchange Global Select Market,"397,142,928.00",24/04/1992,OFIX,OFIX,9.75
OSK.N,Oshkosh Corp,New York Stock Exchange,"9,722,775,672.52",02/10/1985,OSK,OSK,156.71
OSIS.OQ,"OSI Systems, Inc.",Nasdaq Stock Exchange Global Select Market,"3,364,392,926.72",02/10/1997,OSIS,OSIS,211.04
OTTR.OQ,Otter Tail Corporation,Nasdaq Stock Exchange Global Select Market,"3,876,528,601.40",17/03/1980,OTTR,OTTR,92.33
OUT.N,OUTFRONT Media Inc.,New York Stock Exchange,"5,386,215,975.58",28/03/2014,OUT,OUT,30.07
OVV.N,Ovintiv Inc.,New York Stock Exchange,"17,854,234,028.48",21/08/2001,OVV,OVV,65.18
OC.N,Owens Corning,New York Stock Exchange,"11,518,183,599.93",23/10/2006,OC,OC,143.68
OXM.N,Oxford Industries Inc,New York Stock Exchange,"578,872,233.64",17/03/1980,OXM,OXM,38.20
OXLC.OQ,Oxford Lane Capital Corp,Nasdaq Stock Exchange Global Select Market,"929,624,648.96",20/01/2011,OXLC,OXLC,9.52
OXSQ.OQ,Oxford Square Capital Corp.,Nasdaq Stock Exchange Global Select Market,"145,405,496.25",05/03/2014,OXSQ,OXSQ,1.35
PCAR.OQ,Paccar Inc,Nasdaq Stock Exchange Global Select Market,"68,022,142,876.19",17/03/1980,PCAR,PCAR,129.23
PACB.OQ,"Pacific Biosciences of California, Inc.",Nasdaq Stock Exchange Global Select Market,"484,895,984.04",27/10/2010,PACB,PACB,1.56
PCRX.OQ,"Pacira BioSciences, Inc.",Nasdaq Stock Exchange Global Select Market,"1,032,422,847.40",03/02/2011,PCRX,PCRX,25.90
PKG.N,Packaging Corp of America,New York Stock Exchange,"21,978,768,397.32",28/01/2000,PKG,PKG,243.69
PANW.OQ,"Palo Alto Networks, Inc.",Nasdaq Stock Exchange Global Select Market,"276,537,650,000.00",20/07/2012,PANW,PANW,339.31
PZZA.OQ,Papa John's International Inc,Nasdaq Stock Exchange Global Select Market,"777,281,030.07",08/06/1993,PZZA,PZZA,23.61
PARR.N,Par Pacific Holdings Inc,New York Stock Exchange,"3,796,048,737.79",05/09/2012,PARR,PARR,77.04
PAR.N,PAR Technology Corporation,New York Stock Exchange,"814,431,720.52",06/12/1982,PAR,PAR,19.23
PKE.N,Park Aerospace Corp,New York Stock Exchange,"713,874,745.02",17/03/1980,PKE,PKE,32.61
PKOH.OQ,Park Ohio Holdings Corp,Nasdaq Stock Exchange Global Select Market,"666,395,559.90",17/03/1980,PKOH,PKOH,45.99
PH.N,Parker-Hannifin Corp,New York Stock Exchange,"131,025,083,550.81",09/12/1964,PH,PH,"1,011.20"
CASH.OQ,Pathward Financial Inc,Nasdaq Stock Exchange Global Select Market,"1,703,207,950.38",20/09/1993,CASH,CASH,81.99
PATK.OQ,"Patrick Industries, Inc.",Nasdaq Stock Exchange Global Select Market,"2,687,013,966.24",17/03/1980,PATK,PATK,83.66
PTEN.OQ,Patterson-UTI Energy Inc,Nasdaq Stock Exchange Global Select Market,"4,481,272,269.50",02/11/1993,PTEN,PTEN,11.75
PAYX.OQ,"Paychex, Inc.",Nasdaq Stock Exchange Global Select Market,"44,417,675,556.80",26/08/1983,PAYX,PAYX,124.88
PAYC.N,"Paycom Software, Inc.",New York Stock Exchange,"10,470,587,809.89",15/04/2014,PAYC,PAYC,237.04
PCTY.OQ,Paylocity Holding Corp,Nasdaq Stock Exchange Global Select Market,"8,066,780,654.52",19/03/2014,PCTY,PCTY,152.04
PYPL.OQ,"PayPal Holdings, Inc.",Nasdaq Stock Exchange Global Select Market,"52,876,036,621.94",06/07/2015,PYPL,PYPL,61.81
PBF.N,PBF Energy Inc.,New York Stock Exchange,"8,265,574,480.77",13/12/2012,PBF,PBF,68.59
CNXN.OQ,PC Connection Inc,Nasdaq Stock Exchange Global Select Market,"2,003,652,679.61",04/03/1998,CNXN,CNXN,79.39
PCB.OQ,PCB Bancorp,Nasdaq Stock Exchange Global Select Market,"387,490,569.18",26/11/2003,PCB,PCB,27.59
PCM.N,PCM Fund Inc,New York Stock Exchange,"66,806,769.96",27/08/1993,PCM,PCM,5.40
PDFS.OQ,"PDF Solutions, Inc.",Nasdaq Stock Exchange Global Select Market,"1,897,268,814.88",26/07/2001,PDFS,PDFS,44.93
PGC.OQ,Peapack-Gladstone Financial Corp,Nasdaq Stock Exchange Global Select Market,"800,948,871.36",01/11/2000,PGC,PGC,45.18
PEB.N,Pebblebrook Hotel Trust,New York Stock Exchange,"2,072,920,692.92",09/12/2009,PEB,PEB,18.28
MD.N,Pediatrix Medical Group Inc,New York Stock Exchange,"2,189,775,653.45",20/09/1995,MD,MD,26.80
PEGA.OQ,Pegasystems Inc.,Nasdaq Stock Exchange Global Select Market,"5,561,819,289.35",19/07/1996,PEGA,PEGA,33.83
PENN.OQ,"PENN Entertainment, Inc.",Nasdaq Stock Exchange Global Select Market,"2,393,088,649.35",26/05/1994,PENN,PENN,17.85
PFLT.N,PennantPark Floating Rate Capital Ltd,New York Stock Exchange,"731,235,893.52",08/04/2011,PFLT,PFLT,7.44
PNNT.N,PennantPark Investment Corporation,New York Stock Exchange,"245,513,313.44",19/04/2007,PNNT,PNNT,3.74
PFSI.N,"PennyMac Financial Services, Inc.",New York Stock Exchange,"3,787,269,598.80",09/05/2013,PFSI,PFSI,73.59
PMT.N,PennyMac Mortgage Investment Trust,New York Stock Exchange,"804,877,801.26",30/07/2009,PMT,PMT,9.33
PAG.N,Penske Automotive Group Inc,New York Stock Exchange,"14,264,602,530.52",23/10/1996,PAG,PAG,217.85
PNR.N,Pentair PLC,New York Stock Exchange,"10,034,841,537.00",17/03/1980,PNR,PNR,62.10
PEN.N,"Penumbra, Inc.",New York Stock Exchange,"12,724,752,777.10",18/09/2015,PEN,PEN,321.00
PPLI.OQ,People Incorporated,Nasdaq Stock Exchange Global Select Market,"2,924,198,334.75",19/01/1993,PPLI,PPLI,39.27
PEBO.OQ,Peoples Bancorp Inc,Nasdaq Stock Exchange Global Select Market,"1,426,909,905.50",10/02/1993,PEBO,PEBO,39.70
PFIS.OQ,Peoples Financial Services Corp,Nasdaq Stock Exchange Global Select Market,"699,724,653.30",05/06/2002,PFIS,PFIS,69.90
PEP.OQ,"PepsiCo, Inc.",Nasdaq Stock Exchange Global Select Market,"194,073,930,632.02",18/12/1919,PEP,PEP,142.19
PRDO.OQ,Perdoceo Education Corporation,Nasdaq Stock Exchange Global Select Market,"2,093,828,260.30",29/01/1998,PRDO,PRDO,33.46
PFGC.N,Performance Food Group Company,New York Stock Exchange,"16,142,409,789.04",01/10/2015,PFGC,PFGC,102.12
PERI.OQ,Perion Network Ltd,Nasdaq Stock Exchange Global Select Market,"374,424,636.88",03/02/2006,PERI,PERI,9.52
PBT.N,Permian Basin Royalty Trust,New York Stock Exchange,"1,573,046,865.00",24/10/1980,PBT,PBT,33.68
PVL.N,Permianville Royalty Trust,New York Stock Exchange,"59,565,000.00",03/11/2011,PVL,PVL,1.82
PRGO.N,Perrigo Company PLC,New York Stock Exchange,"2,048,234,056.20",17/12/1991,PRGO,PRGO,14.37
PETS.OQ,"PetMed Express, Inc.",Nasdaq Stock Exchange Global Select Market,"38,805,256.06",06/04/2000,PETS,PETS,1.79
PFE.N,Pfizer Inc.,New York Stock Exchange,"161,300,762,568.70",17/01/1944,PFE,PFE,28.02
PCG.N,PG&E Corp,New York Stock Exchange,"40,127,125,027.32",24/07/1919,PCG,PCG,17.95
GHY.N,PGIM Global High Yield Fund Inc,New York Stock Exchange,"475,558,579.98",19/12/2012,GHY,GHY,11.61
ISD.N,PGIM High Yield Bond Fund Inc,New York Stock Exchange,"412,465,737.69",14/11/2011,ISD,ISD,12.34
PM.N,Philip Morris International Inc,New York Stock Exchange,"302,526,868,509.90",17/03/2008,PM,PM,190.48
PSX.N,Phillips 66,New York Stock Exchange,"96,654,836,482.68",12/04/2012,PSX,PSX,239.81
FENG.N,Phoenix New Media Ltd,New York Stock Exchange,"17,775,948.48",12/05/2011,FENG,FENG,1.48
PLAB.OQ,"Photronics, Inc.",Nasdaq Stock Exchange Global Select Market,"1,783,651,864.50",10/03/1987,PLAB,PLAB,30.25
PDM.N,"Piedmont Realty Trust, Inc.",New York Stock Exchange,"1,236,312,311.00",10/02/2010,PDM,PDM,9.71
PPC.OQ,Pilgrims Pride Corp,Nasdaq Stock Exchange Global Select Market,"7,450,415,715.96",14/11/1986,PPC,PPC,31.29
PCQ.N,PIMCO California Municipal Income Fund,New York Stock Exchange,"490,602,420.00",27/06/2001,PCQ,PCQ,8.73
PTY.N,Pimco Corporate & Income Opportunity Fund,New York Stock Exchange,"2,492,907,343.92",24/12/2002,PTY,PTY,11.78
PCN.N,Pimco Corporate & Income Strategy Fund,New York Stock Exchange,"876,478,045.53",19/12/2001,PCN,PCN,11.78
PDI.N,PIMCO Dynamic Income Fund,New York Stock Exchange,"7,112,707,619.74",25/05/2012,PDI,PDI,15.48
PGP.N,PIMCO Global StocksPLUS & Income Fund,New York Stock Exchange,"101,044,578.32",26/05/2005,PGP,PGP,8.74
PHK.N,PIMCO High Income Fund,New York Stock Exchange,"842,829,393.60",24/04/2003,PHK,PHK,4.57
PFL.N,PIMCO Income Strategy Fund,New York Stock Exchange,"377,951,602.40",27/08/2003,PFL,PFL,7.61
PFN.N,PIMCO Income Strategy Fund II,New York Stock Exchange,"685,270,729.75",27/10/2004,PFN,PFN,6.99
